Time_stamp,Seconds,X,Y,Z
1/9/2020 19:06,0.086,-0.06628418,-0.12750244,-0.14710999
1/9/2020 19:06,0.131,-0.02168274,-0.14216614,-0.118392944
1/9/2020 19:06,0.09,-0.044891357,-0.07496643,-0.10067749
1/9/2020 19:06,0.1,0.05343628,0.043533325,-0.041427612
1/9/2020 19:06,0.11,0.15057373,-0.035873413,0.06425476
1/9/2020 19:06,0.085,0.07115173,0.014816284,0.041030884
1/9/2020 19:06,0.088,-0.017410278,0.022140503,0.007446289
1/9/2020 19:06,0.127,-0.047958374,-0.001052856,0.03126526
1/9/2020 19:06,0.1,-0.028411865,0.056350708,0.041656494
1/9/2020 19:06,0.101,-0.12309265,0.09790039,0.07157898
1/9/2020 19:06,0.101,-0.1224823,0.08201599,0.12411499
1/9/2020 19:06,0.1,0.06138611,0.104003906,0.13877869
1/9/2020 19:06,0.103,0.03878784,0.12721252,0.1742096
1/9/2020 19:06,0.098,-0.019241333,0.14370728,0.17726135
1/9/2020 19:06,0.1,-0.08644104,0.12294006,0.12838745
1/9/2020 19:06,0.1,-0.22572327,-0.012054443,0.00378418
1/9/2020 19:06,0.101,-0.13653564,-0.013275147,-0.09335327
1/9/2020 19:06,0.096,-0.068115234,-0.0309906,-0.043258667
1/9/2020 19:06,0.1,0.014343262,-0.01878357,-0.04814148
1/9/2020 19:06,0.1,0.15362549,-0.015106201,-0.106781006
1/9/2020 19:06,0.101,-0.07421875,-0.11895752,-0.19230652
1/9/2020 19:06,0.091,-3.05E-04,-0.13972473,-0.18986511
1/9/2020 19:06,0.104,0.080322266,-0.14401245,-0.17092896
1/9/2020 19:06,0.104,0.028396606,-0.11161804,-0.13244629
1/9/2020 19:06,0.089,0.048553467,-0.076812744,-0.12693787
1/9/2020 19:06,0.111,0.016174316,-0.11651611,-0.11105347
1/9/2020 19:06,0.099,-0.025970459,-0.073150635,-0.074401855
1/9/2020 19:06,0.096,0.012512207,-0.038330078,-0.018814087
1/9/2020 19:06,0.105,0.029006958,0.006256104,-0.002334595
1/9/2020 19:06,0.095,0.018615723,0.018478394,0.011734009
1/9/2020 19:06,0.105,0.011291504,0.010543823,0.001953125
1/9/2020 19:06,0.093,0.012512207,-0.007781982,0.002563477
1/9/2020 19:06,0.11,0.004577637,-0.013275147,0.001953125
1/9/2020 19:06,0.095,-0.03390503,0.016647339,0.001342773
1/9/2020 19:06,0.101,0.020462036,0.011764526,0.017837524
1/9/2020 19:06,0.095,-0.06689453,-0.028549194,-4.88E-04
1/9/2020 19:06,0.081,0.002136231,-0.032821655,0.004394531
1/9/2020 19:06,0.089,-0.011306763,-0.00227356,-0.001098633
1/9/2020 19:06,0.136,0.01739502,-0.022445679,0.002563477
1/9/2020 19:06,0.064,-0.004577637,0.009918213,0.007446289
1/9/2020 19:06,0.136,-0.004577637,0.00138855,0.053863525
1/9/2020 19:06,0.1,0.039382935,0.011138916,-0.015151978
1/9/2020 19:06,0.103,0.034500122,-0.007171631,0.05630493
1/9/2020 19:06,0.097,0.028396606,-0.007171631,0.09724426
1/9/2020 19:06,0.085,0.008850098,-0.01083374,0.1754303
1/9/2020 19:06,0.101,-0.14753723,0.01725769,0.24201965
1/9/2020 19:06,0.1,-0.10169983,0.07345581,0.26156616
1/9/2020 19:06,0.114,-0.036346436,0.10461426,0.30493164
