time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
15.009099,0.004228,0.017133,-0.023794
15.049255,-0.026364,0.023074,-0.019676
15.079372,-0.045563,-0.006225,-0.014272
15.109489,-0.033773,-0.014202,-0.009729
15.139606,-0.003209,0.004094,-0.004561
15.179762,-0.019856,-0.017720,0.005477
15.209879,-0.047990,-0.045901,-0.001158
15.239996,-0.024151,-0.009859,-0.012371
15.280152,-0.004452,0.014129,-0.003430
15.310269,-0.003476,0.019576,0.001000
15.340386,-0.007355,0.006894,0.001265
15.380542,-0.000273,0.000409,0.000409
15.410659,0.010359,0.006049,0.005467
15.440776,0.011366,0.021957,0.012274
15.480932,0.028133,0.010590,0.008273
15.511049,0.029713,0.021480,-0.003246
15.541165,0.019731,0.030773,-0.012491
15.581321,0.005311,0.010549,-0.008947
15.611438,-0.029334,-0.002684,-0.002364
15.641555,-0.012041,-0.007591,-0.001739
15.681711,-0.020000,-0.002075,-0.010578
15.711828,-0.012852,-0.025665,-0.008720
15.741945,-0.015707,-0.040613,0.000785
15.782101,-0.021067,-0.021411,0.010364
15.812218,-0.010802,0.012142,-0.002149
15.842335,0.031466,0.025263,-0.011639
15.882491,0.025998,0.022899,-0.006670
15.912608,0.011261,0.020264,0.005308
15.942725,-0.002025,0.008873,0.003978
15.972842,0.002709,0.009844,-0.005704
16.012993,-0.006656,-0.006199,0.000298
16.043110,-0.003806,-0.006757,0.000434
16.083266,0.020136,0.000890,-0.000463
16.113383,0.029736,0.014654,-0.001179
16.143500,0.024775,0.015670,-0.001527
16.183656,0.032472,0.003618,-0.009060
16.213773,0.029136,0.024024,-0.018475
16.243890,0.009697,0.023552,-0.013495
16.284046,0.002129,-0.019720,-0.007441
16.314164,-0.012209,0.004491,-0.016904
16.344281,-0.028328,-0.002009,-0.011342
16.374398,-0.042773,-0.024130,-0.000137
16.414554,-0.003867,0.011918,-0.013962
16.444671,0.019508,0.011151,-0.010271
16.474788,-0.017541,0.004452,-0.001950
16.514944,-0.022194,-0.012269,0.002412
16.545061,-0.015124,-0.008185,0.001547
16.575178,-0.044768,-0.026143,0.003855
16.605295,-0.037960,-0.039253,0.005558
16.635436,-0.018175,-0.016223,0.006839
16.675592,-0.020613,-0.012702,0.011204
16.705709,-0.017875,-0.002154,0.005188
16.735826,-0.006922,-0.013206,0.000862
16.775982,0.013922,0.013710,0.003502
