time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
18.999925,-0.420199,-0.356225,-0.032874
19.040082,-2.000566,0.826418,0.483463
19.070199,-1.039329,-0.092613,0.420223
19.100317,0.229772,0.729794,0.088536
19.140474,0.958998,-0.861312,0.109625
19.170591,-0.420427,-0.846462,0.057205
19.200709,0.151065,-1.086779,-0.260443
19.240865,0.914231,-0.883054,0.059082
19.270983,1.478938,-1.782082,0.195590
19.301101,1.633056,-2.065643,0.002181
19.341257,1.081077,-1.120232,-0.159434
19.371375,1.679120,-1.016669,0.100343
19.401493,1.775186,-1.645955,0.069596
19.441646,1.369108,-1.414751,-0.214509
19.471764,0.905410,-0.772262,-0.021022
19.501881,1.269009,-0.464895,-0.027794
19.531999,1.153048,-0.264949,-0.251185
19.572156,0.823315,0.582764,-0.222929
19.602273,0.969085,0.514554,-0.044150
19.642430,0.061556,1.135553,-0.141422
19.672548,-1.339591,2.630661,-0.276646
19.702665,-2.623208,3.073815,-0.340546
19.732783,-2.381135,2.133622,0.046926
19.772940,-1.456369,1.798878,0.784413
19.803057,-0.486970,2.879145,1.101200
19.833175,-0.904766,2.083080,0.805093
19.873331,-2.024423,0.919559,0.717588
19.903449,-1.651961,0.695564,0.706864
19.933567,-1.068814,0.274332,0.691830
19.973723,-0.317834,-0.379083,0.346777
20.003841,0.334093,-0.769694,0.065435
20.033958,1.049856,-1.392473,-0.251312
20.074115,1.513700,-1.790184,-0.327074
20.104233,0.562167,-0.519738,-0.051476
20.134350,-1.261705,1.269266,0.383427
20.174507,-0.439140,-0.090508,0.607600
20.204625,0.450359,0.194856,0.155088
20.234742,0.824402,0.054669,0.104993
20.274899,-0.522750,-0.770482,-0.226977
20.305016,0.401621,-0.953528,-0.633184
20.335134,1.474170,-0.234688,-0.668075
20.375291,1.649685,-1.522252,0.095842
20.405408,1.773900,-2.601615,-0.009076
20.435526,0.823042,-1.137082,-0.334878
20.475683,1.233634,-0.472366,-0.139745
20.505800,1.640163,-1.536868,-0.035371
20.535918,1.408854,-1.738906,-0.198278
20.566035,0.812878,-1.425818,-0.194797
20.606192,0.500868,-0.825848,-0.129776
20.636310,0.430794,-0.200256,-0.361501
20.666427,0.605141,0.073292,-0.320818
20.706584,0.823169,0.029393,-0.237854
20.736701,0.405174,0.980087,-0.267628
20.766819,-0.513403,2.240616,-0.142096
20.806976,-1.938106,2.934702,-0.206161
20.837093,-2.132422,2.523779,-0.103976
20.867211,-1.483189,1.455106,0.619697
20.907368,-0.589554,2.655813,1.069706
20.937485,-0.971757,2.092180,0.794349
20.967603,-1.738680,1.330799,0.775358
21.007760,-1.695828,0.731607,0.716590
21.037877,-1.292632,0.263774,0.537290
21.067995,-0.405133,0.041635,0.427338
21.108151,0.247515,-0.720551,-0.021974
21.138269,0.798403,-1.365230,-0.365140
21.168386,1.353529,-1.810121,-0.463587
21.208543,-0.014646,-0.595282,-0.162601
21.238661,-1.080246,1.149153,0.319897
21.268778,-0.567078,0.527513,0.644762
21.298896,0.216509,-0.573222,0.020943
21.339053,0.899369,0.164695,0.251526
21.369170,-0.299620,-0.453875,0.073088
21.399288,0.068790,-1.047561,-0.036565
21.439444,1.373957,-0.271361,-0.648569
